Start,Walk,Closest Attractor,Distance,Step
6187638982927261,99,None,None,None
6187638982927261,100,None,None,None
6187638982927317,1,None,None,None
6187638982927317,2,None,None,None
6187638982927317,3,None,None,None
6187638982927317,4,Arc_5,4,681
6187638982927317,5,None,None,None
6187638982927317,6,None,None,None
6187638982927317,7,None,None,None
6187638982927317,8,None,None,None
6187638982927317,9,None,None,None
6187638982927317,10,None,None,None
6187638982927317,11,None,None,None
6187638982927317,12,None,None,None
6187638982927317,13,None,None,None
6187638982927317,14,None,None,None
6187638982927317,15,None,None,None
6187638982927317,16,None,None,None
6187638982927317,17,None,None,None
6187638982927317,18,None,None,None
6187638982927317,19,None,None,None
6187638982927317,20,None,None,None
6187638982927317,21,None,None,None
6187638982927317,22,None,None,None
6187638982927317,23,None,None,None
6187638982927317,24,None,None,None
6187638982927317,25,None,None,None
6187638982927317,26,None,None,None
6187638982927317,27,None,None,None
6187638982927317,28,None,None,None
6187638982927317,29,None,None,None
6187638982927317,30,None,None,None
6187638982927317,31,None,None,None
6187638982927317,32,None,None,None
6187638982927317,33,None,None,None
6187638982927317,34,None,None,None
6187638982927317,35,None,None,None
6187638982927317,36,None,None,None
6187638982927317,37,None,None,None
6187638982927317,38,None,None,None
6187638982927317,39,None,None,None
6187638982927317,40,None,None,None
6187638982927317,41,None,None,None
6187638982927317,42,None,None,None
6187638982927317,43,None,None,None
6187638982927317,44,Arc_5,2,771
6187638982927317,45,Arc_2,4,1982
6187638982927317,46,None,None,None
6187638982927317,47,None,None,None
6187638982927317,48,None,None,None
6187638982927317,49,None,None,None
6187638982927317,50,None,None,None
6187638982927317,51,Arc_5,1,656
6187638982927317,52,None,None,None
6187638982927317,53,None,None,None
6187638982927317,54,None,None,None
6187638982927317,55,None,None,None
6187638982927317,56,None,None,None
6187638982927317,57,None,None,None
6187638982927317,58,None,None,None
6187638982927317,59,None,None,None
6187638982927317,60,None,None,None
6187638982927317,61,None,None,None
6187638982927317,62,None,None,None
6187638982927317,63,None,None,None
6187638982927317,64,None,None,None
6187638982927317,65,None,None,None
6187638982927317,66,None,None,None
6187638982927317,67,None,None,None
6187638982927317,68,None,None,None
6187638982927317,69,None,None,None
6187638982927317,70,Arc_5,3,1032
6187638982927317,71,Arc_5,4,1801
6187638982927317,72,None,None,None
6187638982927317,73,None,None,None
6187638982927317,74,Arc_5,4,549
6187638982927317,75,None,None,None
6187638982927317,76,None,None,None
6187638982927317,77,None,None,None
6187638982927317,78,None,None,None
6187638982927317,79,None,None,None
6187638982927317,80,Arc_5,4,1062
6187638982927317,81,None,None,None
6187638982927317,82,None,None,None
6187638982927317,83,None,None,None
6187638982927317,84,None,None,None
6187638982927317,85,None,None,None
6187638982927317,86,None,None,None
6187638982927317,87,None,None,None
6187638982927317,88,None,None,None
6187638982927317,89,None,None,None
6187638982927317,90,None,None,None
6187638982927317,91,None,None,None
6187638982927317,92,None,None,None
6187638982927317,93,None,None,None
6187638982927317,94,None,None,None
6187638982927317,95,None,None,None
6187638982927317,96,None,None,None
6187638982927317,97,None,None,None
6187638982927317,98,None,None,None
6187638982927317,99,None,None,None
6187638982927317,100,None,None,None
6187638982927325,1,None,None,None
6187638982927325,2,None,None,None
6187638982927325,3,Arc_5,3,622
6187638982927325,4,None,None,None
6187638982927325,5,None,None,None
6187638982927325,6,None,None,None
6187638982927325,7,None,None,None
6187638982927325,8,None,None,None
6187638982927325,9,None,None,None
6187638982927325,10,None,None,None
6187638982927325,11,None,None,None
6187638982927325,12,None,None,None
6187638982927325,13,None,None,None
6187638982927325,14,None,None,None
6187638982927325,15,None,None,None
6187638982927325,16,Arc_5,3,382
6187638982927325,17,None,None,None
6187638982927325,18,None,None,None
6187638982927325,19,None,None,None
6187638982927325,20,None,None,None
6187638982927325,21,None,None,None
6187638982927325,22,None,None,None
6187638982927325,23,None,None,None
6187638982927325,24,None,None,None
6187638982927325,25,None,None,None
6187638982927325,26,None,None,None
6187638982927325,27,None,None,None
6187638982927325,28,None,None,None
6187638982927325,29,None,None,None
6187638982927325,30,None,None,None
6187638982927325,31,None,None,None
6187638982927325,32,None,None,None
6187638982927325,33,None,None,None
6187638982927325,34,Arc_5,2,681
6187638982927325,35,None,None,None
6187638982927325,36,Arc_5,4,209
6187638982927325,37,None,None,None
6187638982927325,38,None,None,None
6187638982927325,39,None,None,None
6187638982927325,40,Arc_5,3,122
6187638982927325,41,Arc_5,4,123
6187638982927325,42,Arc_5,4,401
6187638982927325,43,None,None,None
6187638982927325,44,None,None,None
6187638982927325,45,None,None,None
6187638982927325,46,None,None,None
6187638982927325,47,None,None,None
6187638982927325,48,None,None,None
6187638982927325,49,Arc_5,1,730
6187638982927325,50,None,None,None
6187638982927325,51,None,None,None
6187638982927325,52,None,None,None
6187638982927325,53,Arc_5,2,874
6187638982927325,54,None,None,None
6187638982927325,55,None,None,None
6187638982927325,56,Arc_5,4,1047
6187638982927325,57,Arc_5,3,576
6187638982927325,58,None,None,None
6187638982927325,59,Arc_5,3,222
6187638982927325,60,None,None,None
6187638982927325,61,None,None,None
6187638982927325,62,None,None,None
6187638982927325,63,Arc_5,2,1246
6187638982927325,64,None,None,None
6187638982927325,65,None,None,None
6187638982927325,66,None,None,None
6187638982927325,67,None,None,None
6187638982927325,68,None,None,None
6187638982927325,69,None,None,None
6187638982927325,70,Arc_5,3,1334
6187638982927325,71,None,None,None
6187638982927325,72,Arc_5,3,477
6187638982927325,73,None,None,None
6187638982927325,74,None,None,None
6187638982927325,75,None,None,None
6187638982927325,76,None,None,None
6187638982927325,77,Arc_5,4,673
6187638982927325,78,None,None,None
6187638982927325,79,Arc_5,2,1780
6187638982927325,80,None,None,None
6187638982927325,81,None,None,None
6187638982927325,82,None,None,None
6187638982927325,83,None,None,None
6187638982927325,84,Arc_5,2,417
6187638982927325,85,None,None,None
6187638982927325,86,None,None,None
6187638982927325,87,None,None,None
6187638982927325,88,None,None,None
6187638982927325,89,Arc_5,2,160
6187638982927325,90,Arc_5,4,180
6187638982927325,91,None,None,None
6187638982927325,92,Arc_5,2,1616
6187638982927325,93,None,None,None
6187638982927325,94,None,None,None
6187638982927325,95,Arc_5,4,939
6187638982927325,96,None,None,None
6187638982927325,97,Arc_5,2,324
6187638982927325,98,None,None,None
6187638982927325,99,None,None,None
6187638982927325,100,None,None,None
6187638982929373,1,None,None,None
6187638982929373,2,None,None,None
6187638982929373,3,None,None,None
6187638982929373,4,Arc_5,4,792
6187638982929373,5,None,None,None
6187638982929373,6,None,None,None
6187638982929373,7,None,None,None
6187638982929373,8,None,None,None
6187638982929373,9,Arc_5,4,1191
6187638982929373,10,None,None,None
6187638982929373,11,None,None,None
6187638982929373,12,None,None,None
6187638982929373,13,None,None,None
6187638982929373,14,None,None,None
6187638982929373,15,None,None,None
6187638982929373,16,None,None,None
6187638982929373,17,None,None,None
6187638982929373,18,None,None,None
6187638982929373,19,None,None,None
6187638982929373,20,Arc_4,4,1936
6187638982929373,21,None,None,None
6187638982929373,22,None,None,None
6187638982929373,23,None,None,None
6187638982929373,24,None,None,None
6187638982929373,25,None,None,None
6187638982929373,26,Arc_5,2,1086
6187638982929373,27,Arc_5,2,485
6187638982929373,28,None,None,None
6187638982929373,29,None,None,None
6187638982929373,30,None,None,None
6187638982929373,31,None,None,None
6187638982929373,32,None,None,None
6187638982929373,33,None,None,None
6187638982929373,34,None,None,None
6187638982929373,35,None,None,None
6187638982929373,36,None,None,None
6187638982929373,37,None,None,None
6187638982929373,38,None,None,None
6187638982929373,39,None,None,None
6187638982929373,40,Arc_4,4,1482
6187638982929373,41,Arc_5,4,1310
6187638982929373,42,None,None,None
6187638982929373,43,None,None,None
6187638982929373,44,None,None,None
6187638982929373,45,None,None,None
6187638982929373,46,None,None,None
6187638982929373,47,Arc_5,2,1239
6187638982929373,48,None,None,None
6187638982929373,49,None,None,None
6187638982929373,50,None,None,None
6187638982929373,51,None,None,None
6187638982929373,52,None,None,None
6187638982929373,53,None,None,None
6187638982929373,54,None,None,None
6187638982929373,55,None,None,None
6187638982929373,56,None,None,None
6187638982929373,57,None,None,None
6187638982929373,58,None,None,None
6187638982929373,59,None,None,None
6187638982929373,60,None,None,None
6187638982929373,61,None,None,None
6187638982929373,62,None,None,None
6187638982929373,63,Arc_5,3,1862
6187638982929373,64,None,None,None
6187638982929373,65,None,None,None
6187638982929373,66,None,None,None
6187638982929373,67,Arc_5,4,1213
6187638982929373,68,None,None,None
6187638982929373,69,None,None,None
6187638982929373,70,None,None,None
6187638982929373,71,None,None,None
6187638982929373,72,None,None,None
6187638982929373,73,None,None,None
6187638982929373,74,None,None,None
6187638982929373,75,None,None,None
6187638982929373,76,Arc_5,4,1148
6187638982929373,77,None,None,None
6187638982929373,78,None,None,None
6187638982929373,79,None,None,None
6187638982929373,80,None,None,None
6187638982929373,81,None,None,None
6187638982929373,82,None,None,None
6187638982929373,83,None,None,None
6187638982929373,84,None,None,None
6187638982929373,85,None,None,None
6187638982929373,86,None,None,None
6187638982929373,87,None,None,None
6187638982929373,88,Arc_5,3,364
6187638982929373,89,Arc_2,4,1659
6187638982929373,90,None,None,None
6187638982929373,91,None,None,None
6187638982929373,92,None,None,None
6187638982929373,93,None,None,None
6187638982929373,94,None,None,None
6187638982929373,95,None,None,None
6187638982929373,96,None,None,None
6187638982929373,97,None,None,None
6187638982929373,98,None,None,None
6187638982929373,99,None,None,None
6187638982929373,100,Arc_5,0,1576
6187638983189469,1,None,None,None
6187638983189469,2,None,None,None
6187638983189469,3,None,None,None
6187638983189469,4,None,None,None
6187638983189469,5,None,None,None
6187638983189469,6,None,None,None
6187638983189469,7,None,None,None
6187638983189469,8,None,None,None
6187638983189469,9,None,None,None
6187638983189469,10,None,None,None
6187638983189469,11,None,None,None
6187638983189469,12,None,None,None
6187638983189469,13,Arc_5,4,1357
6187638983189469,14,None,None,None
6187638983189469,15,None,None,None
6187638983189469,16,None,None,None
6187638983189469,17,None,None,None
6187638983189469,18,None,None,None
6187638983189469,19,None,None,None
6187638983189469,20,None,None,None
6187638983189469,21,None,None,None
6187638983189469,22,Arc_5,1,1014
6187638983189469,23,None,None,None
6187638983189469,24,None,None,None
6187638983189469,25,None,None,None
6187638983189469,26,None,None,None
6187638983189469,27,None,None,None
6187638983189469,28,None,None,None
6187638983189469,29,None,None,None
6187638983189469,30,None,None,None
6187638983189469,31,None,None,None
6187638983189469,32,Arc_5,2,1046
6187638983189469,33,None,None,None
6187638983189469,34,None,None,None
6187638983189469,35,None,None,None
6187638983189469,36,None,None,None
6187638983189469,37,None,None,None
6187638983189469,38,None,None,None
6187638983189469,39,None,None,None
6187638983189469,40,None,None,None
6187638983189469,41,Arc_5,3,934
6187638983189469,42,None,None,None
6187638983189469,43,None,None,None
6187638983189469,44,None,None,None
6187638983189469,45,None,None,None
6187638983189469,46,None,None,None
6187638983189469,47,None,None,None
6187638983189469,48,None,None,None
6187638983189469,49,None,None,None
6187638983189469,50,None,None,None
6187638983189469,51,Arc_5,2,1597
6187638983189469,52,None,None,None
6187638983189469,53,None,None,None
6187638983189469,54,None,None,None
6187638983189469,55,None,None,None
6187638983189469,56,Arc_5,4,1680
6187638983189469,57,None,None,None
6187638983189469,58,None,None,None
6187638983189469,59,None,None,None
6187638983189469,60,None,None,None
6187638983189469,61,None,None,None
6187638983189469,62,None,None,None
6187638983189469,63,None,None,None
6187638983189469,64,None,None,None
6187638983189469,65,None,None,None
6187638983189469,66,None,None,None
6187638983189469,67,None,None,None
6187638983189469,68,None,None,None
6187638983189469,69,None,None,None
6187638983189469,70,Arc_5,2,759
6187638983189469,71,None,None,None
6187638983189469,72,None,None,None
6187638983189469,73,None,None,None
6187638983189469,74,None,None,None
6187638983189469,75,None,None,None
6187638983189469,76,None,None,None
6187638983189469,77,None,None,None
6187638983189469,78,None,None,None
6187638983189469,79,None,None,None
6187638983189469,80,None,None,None
6187638983189469,81,None,None,None
6187638983189469,82,None,None,None
6187638983189469,83,None,None,None
6187638983189469,84,None,None,None
6187638983189469,85,None,None,None
6187638983189469,86,None,None,None
6187638983189469,87,None,None,None
6187638983189469,88,None,None,None
6187638983189469,89,None,None,None
6187638983189469,90,None,None,None
6187638983189469,91,None,None,None
6187638983189469,92,None,None,None
6187638983189469,93,None,None,None
6187638983189469,94,Arc_5,2,656
6187638983189469,95,None,None,None
6187638983189469,96,None,None,None
6187638983189469,97,None,None,None
6187638983189469,98,None,None,None
6187638983189469,99,None,None,None
6187638983189469,100,None,None,None
