Cell,ELF5,ZBTB18,MECOM,TEAD4,GLIS3,SIX1,EBF3,CD44,RORA,KMT2A,ETS1,NFKB1,SP110,ZBTB7A,CUX2,PRDM16,NEUROG2,SOX9,FOS,GATA6,NFATC2,TCF7L2,PROX1,STAT4,FOXP1,STAT1,RUNX2,MEIS2,GRHL2,FOSB,ARID5B,CREB1,REL,NFE2L2,PPARG,JUN,ICAM1,RARB,NFIB,REST,SIX4,ZBTB20,NCAM1,TCF4,CUX1,PLAGL1,RARG,SOX6,ZEB1,BBX,EHF,JUND,FOXO3,BCL6,BACH1,CD24,JUNB,RUNX1,PBX1,NPAS2,SMAD3,NR3C2,LMX1B,AHR,EPCAM,NR2F2,TBX15,TCF7L1,ESR1,TEAD1,SP100,RORB,TCF12,SOX5,EPAS1,BACH2,PKNOX2,HSF2,EGR1,LCOR,NFIA,STAT2,HIF1A,NFIX,THRB,ASCL1
RU1145_170180373265117,0.0017105354,0.12736751,0.03129932,0.20897447,0.06907763,0.0074074585,0.0030960264,0.021758255,0.15413101,0.5361269,0.015972134,0.061606113,0.046996765,0.21697661,1.0943614e-05,2.9061697e-05,3.6755798e-06,0.013810864,1.7798325,0.020603914,0.06184512,0.25940952,0.24755675,0.003958495,0.8233068,1.3270464,0.0027682763,0.46189338,0.044298038,0.4007435,0.10346155,0.42344648,0.13189337,0.44793853,0.035058133,1.5413558,0.027621916,0.100688785,0.107539564,0.015608768,0.0085944915,0.08866803,1.0644169,0.07418056,0.3153222,0.08063501,0.055599168,0.03907163,0.01890869,0.5597467,0.13447359,1.0714748,0.15175939,0.039125673,0.089081004,3.1103928,2.4155536,0.035567522,0.547855,0.01594134,0.042219006,0.00053965696,0.036084674,0.023058224,3.3301766,0.071833394,0.04821079,0.045036152,0.00079888426,0.22743009,0.112336025,0.13195321,0.650536,0.04491473,0.0046175322,0.00035836335,0.0020397622,0.29568616,1.0747443,0.22170983,0.012495295,0.14361045,0.23833436,0.07021449,0.029377675,4.605674
RU1145_236082068110763,0.005071658,0.13174379,0.021221967,0.15537944,0.09229871,0.01844493,0.00058150146,0.027946478,0.18108112,0.50241977,0.013738699,0.07571535,0.08237942,0.24148844,4.5946774e-05,4.7356796e-05,4.3269607e-05,0.030604657,1.4306244,0.02496207,0.054480452,0.26586956,0.4196522,0.0033266894,0.76473594,1.4257853,0.0025432664,0.34655106,0.043835472,0.4854948,0.12970452,0.37871936,0.20775345,0.47585094,0.051148772,1.3967481,0.055836134,0.057618856,0.06867453,0.018438661,0.0133249555,0.122132406,0.80143356,0.05757471,0.28771272,0.09183853,0.056475032,0.038813476,0.03093822,0.61711603,0.17551033,0.9808451,0.19678935,0.056191664,0.10466962,3.507406,2.600348,0.04875917,0.54006577,0.012467887,0.0682583,0.004117292,0.035197508,0.024418036,3.5513144,0.10145819,0.055147365,0.07189283,0.0012655072,0.19402692,0.20108841,0.0658785,0.554911,0.04078023,0.009179768,0.00089367846,0.0037317856,0.26571178,0.7778546,0.24826442,0.012694069,0.16366224,0.2608963,0.07407046,0.023536382,5.0326138
RU1145_156933498461046,0.0057638027,0.117842406,0.02216822,0.13128379,0.10243199,0.02559697,0.00075566967,0.05064602,0.19948874,0.45297992,0.014627438,0.08954663,0.09289584,0.24299651,3.0376517e-05,0.00086428184,4.8432532e-05,0.043446306,1.3928739,0.014107408,0.060502484,0.27032542,0.512449,0.005624784,0.7906602,1.2637036,0.0032342458,0.3450715,0.03975849,0.55029005,0.12378675,0.34542266,0.2354679,0.48283586,0.05665862,1.4243737,0.082493715,0.051881004,0.045768157,0.0146787055,0.015598742,0.16251366,0.7438479,0.059520774,0.28002685,0.10231178,0.051554687,0.03418537,0.049818482,0.7098896,0.19580354,0.9632183,0.1972192,0.066068575,0.111508064,3.593517,2.6425228,0.04777815,0.51027566,0.008592606,0.0752741,0.0062460965,0.019560535,0.02712151,3.6387372,0.11331637,0.07015535,0.092025466,5.364829e-05,0.16464983,0.25522786,0.030157784,0.50001425,0.03749012,0.023986755,0.003455853,0.0012444749,0.26638606,0.6781914,0.25804502,0.014365519,0.15420306,0.24987762,0.060480878,0.024494713,5.0696507
RU1145_130531413835059,0.0057046614,0.12305815,0.038329113,0.15522489,0.079599634,0.012645665,0.001058112,0.014143758,0.18010926,0.5145487,0.010097127,0.06050521,0.04473175,0.21778047,0.00027198376,7.9381076e-05,7.050878e-05,0.023684094,1.2282006,0.021268273,0.04365265,0.26567417,0.45251724,0.0035413038,0.7229676,1.1333451,0.0009270664,0.3898004,0.038516916,0.34492493,0.11657401,0.3666461,0.20778668,0.45079386,0.048064645,1.0994309,0.03494746,0.061587553,0.07502387,0.0060619344,0.009529163,0.12789708,0.95742506,0.07373481,0.31687996,0.08006996,0.05954303,0.028586788,0.040946364,0.6241179,0.1403579,0.8672042,0.20256378,0.034812517,0.09746223,3.518915,2.3373773,0.02184797,0.5613436,0.023078661,0.061305624,0.002858073,0.024861988,0.02528189,3.4691043,0.11151233,0.052043732,0.08845018,2.6780508e-06,0.17166102,0.13921975,0.0727835,0.54650635,0.04028498,0.01031364,0.0012461938,0.0048913597,0.291996,0.6809101,0.22101608,0.014075071,0.13101268,0.23835152,0.08717449,0.022187192,5.0792794
RU1145_227516876540699,0.0020656937,0.08437871,0.046503484,0.12066592,0.055030312,0.011911661,0.0008172077,0.06853961,0.13791265,0.3480626,0.033993907,0.046150103,0.026600739,0.18304916,2.3395643e-05,0.0022221731,8.0801874e-05,0.019708311,1.1866937,0.019105826,0.03002342,0.15763028,0.28847364,0.006753441,0.66106504,0.7161042,0.001640402,0.3601558,0.017643021,0.3476067,0.09137329,0.23911497,0.1627692,0.3352067,0.04476963,1.242415,0.031016009,0.06538634,0.07627365,0.018163657,0.004488079,0.12457605,0.7750658,0.08388392,0.22124152,0.060056537,0.037146755,0.02628005,0.023764718,0.49727732,0.13238497,0.72095776,0.14495292,0.024257926,0.06794551,3.2085826,1.6461189,0.01112942,0.46326256,0.013842312,0.0469482,0.0035890315,0.014119066,0.012016831,3.0399654,0.07191381,0.03411073,0.06556247,2.1871267e-05,0.10829634,0.095406,0.05961571,0.47365475,0.04145892,0.010486305,0.0010913585,0.0036323187,0.22015637,0.57418525,0.18852636,0.014207081,0.10378359,0.2404864,0.070003405,0.032387573,4.51805
RU1145_162090653992811,0.005431968,0.11085214,0.04750506,0.09445686,0.105840705,0.029058922,0.0044700955,0.028803416,0.22594018,0.5234476,0.013547417,0.058325652,0.037024718,0.22870596,0.00016260557,0.0049199215,0.00015282317,0.03961695,1.3032458,0.012961019,0.045543622,0.23864469,0.5095873,0.0051423274,0.7266214,0.870692,0.0077495533,0.37260842,0.02493504,0.36599422,0.100324295,0.38743818,0.22065584,0.4347772,0.04051287,1.3817066,0.049100712,0.049804218,0.09064868,0.006767274,0.014102845,0.18673608,0.8422126,0.06613494,0.29455057,0.07089377,0.05768716,0.027991489,0.05875253,0.7053116,0.12046454,0.9064139,0.1873484,0.042689025,0.09617329,3.411052,2.0624573,0.02316585,0.52936685,0.009319213,0.07474128,0.005767094,0.015417783,0.023426194,3.2837832,0.09405163,0.099279985,0.10947227,5.8038026e-05,0.15281615,0.1692197,0.0476992,0.507964,0.03583145,0.032518614,0.0021126443,0.004040109,0.3327253,0.6264922,0.2822919,0.022465086,0.120565094,0.22773172,0.074926645,0.009929376,4.884896
RU1145_166332095151414,0.0061930423,0.11504863,0.033763517,0.18131387,0.09225351,0.014067462,0.0012105213,0.015963057,0.18196544,0.5559136,0.011615339,0.07021099,0.03778057,0.22596745,0.0005500665,0.00017209366,4.517945e-05,0.021302344,1.2870818,0.019929,0.053415224,0.23419453,0.41854236,0.00437783,0.75142646,1.0271211,0.0016418982,0.396698,0.0299431,0.36220297,0.10970301,0.3782911,0.23723322,0.50657034,0.0496159,1.1896213,0.032212704,0.050731234,0.07312334,0.0048413067,0.01436899,0.12258612,0.94238293,0.07133017,0.31806442,0.097785145,0.0828534,0.021884296,0.047968846,0.62681973,0.16755472,0.8899815,0.19266358,0.035222042,0.1018358,3.4767654,2.3997684,0.025511457,0.5091189,0.018558148,0.05871791,0.0047252313,0.02289055,0.022762457,3.4114785,0.11564665,0.06823746,0.0947963,1.3265953e-05,0.17037605,0.14332682,0.068403184,0.5339108,0.036638316,0.0103964005,0.0011609833,0.0047619133,0.30072355,0.68347627,0.23547529,0.013191124,0.1339827,0.23514877,0.10609853,0.02230813,5.0194287
RU1145_157140462300020,0.0028303722,0.09054951,0.13425863,0.28801042,0.024042835,0.038759705,0.02304395,0.025422938,0.11989809,0.76935756,0.030955201,0.028535478,0.011906068,0.26762035,0.00025951958,2.2543178e-07,0.0008407761,0.021334503,1.2798048,0.007197414,0.04826322,0.12881038,0.37229234,0.008894539,0.54471976,0.7429019,0.005066129,0.6215457,0.007680781,0.15201868,0.08730373,0.3844694,0.22595422,0.5678086,0.018309679,1.5424085,0.027540447,0.03678557,0.39997098,0.00054497,0.007877342,0.14898026,1.0500581,0.096360296,0.3320831,0.11653376,0.029276876,0.043523367,0.08620851,0.41360247,0.021649187,1.2884794,0.1629344,0.017308913,0.08529268,3.1212184,2.0312078,0.017823197,0.5107193,0.022887908,0.05492783,0.00026150804,0.021259528,0.013180426,2.8953233,0.11524429,0.03063565,0.090357855,1.8135822e-07,0.22151423,0.059563614,0.07171425,0.4659711,0.030014386,0.0044400473,0.0018574705,0.010503592,0.4070795,0.6871577,0.30527315,0.005193816,0.09525172,0.28263107,0.16278775,0.009019579,4.4007406
RU1145_231291315698526,0.008484475,0.08515594,0.39033544,0.3910761,0.019514114,0.021622673,0.038743332,0.007174922,0.12435606,0.7634075,0.01407747,0.029739436,0.03259705,0.13852423,7.002109e-05,6.6072636e-07,0.00022595252,0.012637527,1.5354832,0.0019744611,0.035462674,0.10028365,0.19882117,0.0005770431,0.32164958,0.83548194,0.0023898405,1.1310139,0.0061969245,0.14134155,0.09611878,0.35932118,0.1498247,0.5737214,0.004073405,1.9189106,0.010557862,0.026677392,0.53621954,0.0010705121,0.006209467,0.10923533,0.9409963,0.14231136,0.39273474,0.10588029,0.025614988,0.098980784,0.07150316,0.48290372,0.016337808,1.7243959,0.10972175,0.030918244,0.10698596,2.123461,1.9048817,0.041937966,0.7222081,0.01958864,0.016625043,2.5678519e-06,0.013722342,0.010323811,2.3492038,0.031008892,0.0058307294,0.055262312,7.5813254e-08,0.27107084,0.029003428,0.013893764,0.5284281,0.042624265,0.0025641315,0.01623586,0.01409655,0.49574113,0.80638874,0.29853058,0.030658372,0.12393531,0.30278268,0.28339517,0.010451612,3.7953346
RU1145_161889610021686,0.006703006,0.12876569,0.12011312,0.14494602,0.06831768,0.02959677,0.006079015,0.023595177,0.17553587,0.65530276,0.020667544,0.056476768,0.034615498,0.24382183,0.0012793753,7.8605175e-05,0.000708953,0.030428074,1.2684399,0.009670416,0.055939414,0.23432408,0.54914975,0.0061150314,0.67346185,0.9717537,0.0033768425,0.4406794,0.020780275,0.28204763,0.12291811,0.4305174,0.18688372,0.45887232,0.029879136,1.3989234,0.03977089,0.032185566,0.21377483,0.0039406423,0.008751122,0.18794015,1.0436332,0.07351023,0.34781858,0.070912674,0.055921927,0.03843606,0.07137484,0.6542324,0.066415556,1.0960021,0.1826801,0.033029616,0.08926156,3.431746,2.229468,0.024803903,0.66618794,0.0110769365,0.07895062,0.0032817833,0.022168284,0.02643281,3.180354,0.12410457,0.07898864,0.11180006,3.7916747e-05,0.21874665,0.11767988,0.059725244,0.5260282,0.039037388,0.01561274,0.0018383386,0.012518505,0.3425709,0.6623187,0.30492103,0.02461754,0.13044444,0.26109776,0.12524962,0.009750775,4.9576445
