Cell,ELF5,ZBTB18,MECOM,TEAD4,GLIS3,SIX1,EBF3,CD44,RORA,KMT2A,ETS1,NFKB1,SP110,ZBTB7A,CUX2,PRDM16,NEUROG2,SOX9,FOS,GATA6,NFATC2,TCF7L2,PROX1,STAT4,FOXP1,STAT1,RUNX2,MEIS2,GRHL2,FOSB,ARID5B,CREB1,REL,NFE2L2,PPARG,JUN,ICAM1,RARB,NFIB,REST,SIX4,ZBTB20,NCAM1,TCF4,CUX1,PLAGL1,RARG,SOX6,ZEB1,BBX,EHF,JUND,FOXO3,BCL6,BACH1,CD24,JUNB,RUNX1,PBX1,NPAS2,SMAD3,NR3C2,LMX1B,AHR,EPCAM,NR2F2,TBX15,TCF7L1,ESR1,TEAD1,SP100,RORB,TCF12,SOX5,EPAS1,BACH2,PKNOX2,HSF2,EGR1,LCOR,NFIA,STAT2,HIF1A,NFIX,THRB,ASCL1
RU1065C_196046442641843,0.00067676697,0.19252193,0.20617521,0.043535326,0.205962,0.7612878,0.0022391926,0.21115099,0.1687403,0.9547246,0.045058463,0.2039729,0.0120940795,0.57468915,0.00034818647,0.05969197,0.003935139,0.20127933,1.9613405,0.010045053,0.04319024,0.08432188,0.4169545,0.03397874,0.44493672,0.3744737,0.05694854,0.079679385,0.13917184,0.8033329,0.08344436,0.6243423,0.51568204,1.0058153,0.007845965,2.6207826,0.16159075,0.006104391,1.7295051,0.16733846,0.16678117,1.4598917,0.15340938,0.35184667,0.76573056,0.04156971,0.018265113,0.11409528,0.064588584,1.3915216,0.55137974,3.4005997,0.50016505,0.42216527,0.2578993,2.817976,0.83938026,0.7106934,1.1679472,0.02312713,0.01945881,0.02954393,0.00029700386,0.19559543,3.8740997,0.16888107,0.026122807,0.08271909,0.04760346,0.7457816,0.29174912,0.002114031,0.13431303,0.012017544,0.029905487,0.064424455,4.392021e-05,0.4061249,0.735628,0.4020999,0.32174966,0.3459208,0.69560564,0.16914102,0.003399272,2.418361
RU1065C_121405233290611,0.0078937365,0.27882454,0.15141529,0.040804453,0.13186614,1.015069,0.076408766,0.35132882,0.36535388,1.4118466,0.22039032,0.19873935,0.047344398,0.61106414,0.015109157,0.050769065,0.03949138,0.41282788,2.5980184,0.044986468,0.08480131,0.19882716,0.94301313,0.018053079,0.7743596,0.37978357,0.053597644,0.3676788,0.11010352,0.7822081,0.17057885,0.4771343,0.5114012,0.88516575,0.018224915,3.3824809,0.16190062,0.016935637,1.1868633,0.19843403,0.34807152,1.1877875,0.5104821,0.8504278,0.64280325,0.041503765,0.015091571,0.090362966,0.36967358,0.9234072,0.39042392,3.1728995,0.56811213,0.35495865,0.377892,2.4435174,1.7043301,0.3263898,0.6766939,0.019776449,0.080225974,0.016674934,0.0042627435,0.11035031,2.3841765,0.7321067,0.038728703,0.076941416,0.03285445,0.6344165,0.21711834,0.094593585,0.39077747,0.06397897,0.15617947,0.080329746,0.0049290666,0.5877847,0.9068081,0.5483031,0.5389401,0.23883823,0.7713627,0.23799334,0.01528246,2.3189106
RU1065C_169560856279286,0.00036752605,0.1419736,0.042484216,0.018050587,0.03982688,0.1883641,0.0064222333,0.102115154,0.02571898,0.21094774,0.033633415,0.047284793,0.041859876,0.07875313,0.0013547743,0.0043901224,0.006260854,0.080896795,0.44817695,0.007141544,0.019126222,0.019729659,0.19381869,0.0019944445,0.27916822,0.10151252,0.008676669,0.059082713,0.01286084,0.1410767,0.019483943,0.32090086,0.056684818,0.4733812,0.002872777,0.9690451,0.011807876,0.0043240646,0.6626511,0.05183924,0.032546286,0.21074806,0.06332286,0.22510599,0.22247344,0.0042761457,0.0007245715,0.026561309,0.029835496,0.29861414,0.0877213,1.7119758,0.17281556,0.040832933,0.07262049,1.90494,0.35030353,0.14971077,0.5411794,0.004522779,0.008228894,0.0010861086,3.5529414e-05,0.041296024,1.5964177,0.0705165,0.0039072563,0.085369974,0.0006016958,0.34638032,0.046300765,0.0060749506,0.07758358,0.03310253,0.023418847,0.0026501983,0.0001358511,0.15447979,0.15374987,0.16292444,0.17340016,0.040921982,0.34584737,0.089109086,0.002419626,2.035536
RU1065C_231133460426030,0.00031792428,0.18259595,0.20805025,0.047650773,0.1961301,0.7854447,0.001013327,0.19872962,0.15893058,1.0056388,0.0338769,0.20044391,0.009085878,0.6010547,0.00011350126,0.06166814,0.004844263,0.19123271,2.0801468,0.00670829,0.038868815,0.06989583,0.42309415,0.03900271,0.43608806,0.38189963,0.059918985,0.07358686,0.14882171,0.84922343,0.07808658,0.619615,0.54269487,1.065309,0.006770852,2.734611,0.15197513,0.005554785,1.8096794,0.17402348,0.16915,1.5355316,0.15152405,0.35212496,0.7594533,0.04440804,0.01567271,0.09850733,0.06279097,1.4843833,0.54685956,3.4845495,0.4784949,0.4457127,0.26787817,2.8522165,0.862211,0.7257955,1.2301507,0.023380486,0.011953281,0.032237507,0.00022280568,0.19459714,4.016765,0.1692756,0.026391119,0.07568923,0.04899865,0.77595246,0.29690176,0.0011809466,0.12549567,0.007294154,0.022634447,0.060029842,1.5177385e-05,0.42601436,0.78363746,0.40118077,0.31079146,0.36410376,0.6914944,0.17967623,0.0008412482,2.4926295
RU1065C_191096714815342,0.000826734,0.21679497,0.06741594,0.02783122,0.06879704,0.2681361,0.007037428,0.09171592,0.030123604,0.26611018,0.06322857,0.050722852,0.025164962,0.08900881,0.002306661,0.0037749056,0.0068558836,0.10894049,0.41755316,0.006072488,0.03472292,0.030095203,0.2682053,0.0036130932,0.33560675,0.17404291,0.0050902967,0.07526369,0.02481478,0.17436184,0.02515919,0.3891929,0.07569606,0.52889746,0.0021054917,1.0945953,0.019874975,0.005525612,0.80375993,0.056287885,0.042885505,0.25692388,0.08850611,0.263914,0.3254074,0.005630383,0.001487946,0.0339106,0.027393801,0.40504828,0.1458242,2.042724,0.229243,0.03160734,0.06472448,2.2901204,0.35857844,0.22291337,0.636464,0.003412396,0.012702593,0.0012475653,0.00016224105,0.05401849,1.8258322,0.09032564,0.009283507,0.09635847,0.0017694999,0.4128531,0.04062545,0.007899454,0.12145327,0.04587055,0.036875416,0.0059966384,0.00032930856,0.18894728,0.15364867,0.19926822,0.21586496,0.044881683,0.465023,0.087175965,0.0033791233,2.4863389
RU1065C_239381838458157,0.010663241,0.20222755,0.17514594,0.040720563,0.21655075,0.58920693,0.01068273,0.33385494,0.18569246,0.8327678,0.09155696,0.20763262,0.04901217,0.45998177,0.002834514,0.08630184,0.0069139996,0.26501232,1.9165797,0.05067758,0.056781597,0.14941116,0.46188015,0.04288984,0.538661,0.3885861,0.044234164,0.13483794,0.12010728,0.8333767,0.1720185,0.49660608,0.48831356,0.799925,0.021138672,2.6430788,0.3954878,0.012479531,1.2255071,0.18835193,0.18393429,1.2348409,0.22249782,0.32154563,0.68963784,0.040598482,0.02296086,0.10951003,0.08311911,0.9447203,0.5538909,2.8781936,0.4814381,0.40985826,0.24287139,2.3363862,1.20401,0.55740833,0.84484345,0.04038927,0.1060469,0.029382123,0.0014592765,0.29708594,2.7717123,0.2614413,0.027721742,0.08758409,0.040761784,0.6363695,0.25731632,0.01156652,0.21409433,0.029951608,0.1004728,0.04750436,0.0023428116,0.29314077,0.8292569,0.40425873,0.44382316,0.292795,0.6671171,0.23307243,0.044437706,1.9694465
RU1065C_226417211194166,0.0037903355,0.2049793,0.21738958,0.042382587,0.25325227,0.74394697,0.015984083,0.36697993,0.2626658,1.1270282,0.09916305,0.27040273,0.038711634,0.65984,0.0019982508,0.09095901,0.007003234,0.31752616,2.1684425,0.032426033,0.07267918,0.16051142,0.54821444,0.037406754,0.587338,0.41363972,0.07261808,0.13690113,0.15592076,0.8899776,0.14243942,0.61762357,0.60035515,0.98942095,0.019848734,2.9020483,0.302471,0.015078406,1.6341907,0.21835892,0.22115491,1.6154451,0.23076586,0.43177256,0.84404814,0.04777359,0.031200716,0.14059605,0.113357276,1.3369409,0.6492437,3.357996,0.58401585,0.51933813,0.34527674,2.6681123,1.0646721,0.726608,1.0840378,0.0383274,0.0772542,0.036959417,0.0010220035,0.26242998,3.5830314,0.29158658,0.022802424,0.09053329,0.06282992,0.7945934,0.35472688,0.012099255,0.19811471,0.027526498,0.087753825,0.09057138,0.000480531,0.4227236,0.81268495,0.47601998,0.382772,0.38266256,0.7252702,0.22167164,0.026955655,2.221003
RU1065C_236158196866397,0.00038648362,0.17967181,0.20867555,0.046517797,0.19527341,0.79172796,0.0013052269,0.19296613,0.15755379,0.9865691,0.036091946,0.19661798,0.008552621,0.59521437,7.918817e-05,0.05956734,0.004415192,0.18665037,2.0741804,0.0065187067,0.03893042,0.070028655,0.41816846,0.038961347,0.4360813,0.38036218,0.059694268,0.074825525,0.14613798,0.84866637,0.07803075,0.6161473,0.53776735,1.0592262,0.00629546,2.730658,0.14962633,0.005102882,1.7953162,0.16998757,0.16761558,1.5159665,0.15163454,0.3518728,0.7544293,0.043327246,0.014992323,0.09991748,0.0622465,1.4686219,0.5463574,3.4853249,0.47965214,0.43906295,0.25988618,2.8518226,0.8692875,0.7193926,1.2141478,0.02300617,0.011774842,0.030756826,0.00021355634,0.19388196,3.997851,0.16558245,0.02756279,0.07600606,0.046853792,0.7618452,0.2912359,0.0015806027,0.12642187,0.0072341803,0.024592431,0.05878723,1.2811111e-05,0.4226859,0.7888918,0.39696363,0.31694406,0.3612934,0.68850505,0.17569575,0.0007859622,2.4799612
RU1065C_192324048120739,0.00068145787,0.22732678,0.13717188,0.036636777,0.1314514,0.53133357,0.0026382627,0.12703088,0.07098974,0.5053928,0.06486527,0.12883033,0.01264153,0.27842763,0.00068117434,0.021596594,0.0046642814,0.13979493,0.94314116,0.005072322,0.026938895,0.063973054,0.32407817,0.018815804,0.34604567,0.32214224,0.023794381,0.07013199,0.0663094,0.3995498,0.048298005,0.54526025,0.24901818,0.75400436,0.005269661,1.6170945,0.06235573,0.003231079,1.1858778,0.08345447,0.0823062,0.6745574,0.109775804,0.3007891,0.51109654,0.01671252,0.0060410243,0.072642826,0.03463351,0.8335129,0.31860763,2.7185915,0.338656,0.1578776,0.1283307,2.742342,0.5384411,0.42173812,0.78844625,0.009049494,0.014365006,0.010894746,0.00042908476,0.09716158,2.8214033,0.11077019,0.032741405,0.08008563,0.016656606,0.4884154,0.13387822,0.0049051233,0.15248261,0.025331462,0.039886717,0.022827003,0.00013213846,0.29856455,0.33396685,0.290075,0.28548205,0.15437886,0.61865,0.11274352,0.0019454892,2.541411
RU1065C_135071968148323,0.0001267877,0.07708203,0.021056479,0.010616948,0.013991622,0.18640183,0.011218605,0.10143819,0.03398045,0.18946996,0.034986928,0.047227047,0.034630697,0.073846124,0.002515558,0.0062574544,0.010053354,0.06481298,0.61528486,0.008690482,0.01624513,0.017882911,0.15050723,0.0037778553,0.20043619,0.07991259,0.013328069,0.07206095,0.011733051,0.13173175,0.024168823,0.20103301,0.050727587,0.332313,0.006850594,0.98545724,0.011282785,0.0046753786,0.47548518,0.034329895,0.023082992,0.1660477,0.07924386,0.25398862,0.1357566,0.008902274,0.0009807079,0.023283001,0.03529649,0.19570853,0.060565256,1.3615118,0.114637464,0.045421917,0.061918873,1.5903889,0.44993794,0.07507919,0.3633244,0.005101988,0.006902549,0.0013935218,9.638597e-06,0.024808504,1.172617,0.07542326,0.0037189536,0.040715802,0.00016424585,0.21909072,0.043136474,0.0035870972,0.0810292,0.01591396,0.02871439,0.0017301915,1.5362988e-05,0.12529302,0.19119605,0.11665544,0.16040188,0.041592963,0.24338262,0.08710969,0.003181504,1.5433774
